Sample,pH_(input),Pressure,Temperature,O2_(input),Na+_(input),Cl-_(input),Ca+2_(input),HCO3-_(input),Pb+2_(input),CO,CO2,CO3-2,Ca+2,CaCO3,CaCl+,CaCl2,CaHCO3+,CaOH+,Cl-,ClO-,ClO2-,ClO3-,ClO4-,H+,H2,H2O,H2O2,HCO3-,HCl,HClO,HClO2,HO2-,HPbO2-,Na+,NaCl,NaOH,O2,OH-,Pb+2,PbCl+,PbCl2,PbCl3-,PbCl4-2,PbO,PbOH+,pH,aragonite,calcite,cerussite,halite,litharge,portlandite,DEFAULT,O2/H2O,charge imbalance,charge imbalance % of mean charge,charge imbalance % of total charge,ionic strength,mean charge,sigma(mz) anions,sigma(mz) cations,stoichiometric ionic strength,total charge,Ca+2_Log_ion-H+_activity_ratio,Cl-_Log_ion-H+_activity_ratio,ClO-_Log_ion-H+_activity_ratio,ClO2-_Log_ion-H+_activity_ratio,ClO3-_Log_ion-H+_activity_ratio,ClO4-_Log_ion-H+_activity_ratio,HCO3-_Log_ion-H+_activity_ratio,Na+_Log_ion-H+_activity_ratio,OH-_Log_ion-H+_activity_ratio,Pb+2_Log_ion-H+_activity_ratio,CH4(g),CO(g),CO2(g),H2(g),H2O(g),O2(g),Ca+2_total,Cl-_total,H+_total,HCO3-_total,Na+_total,O2_total,OH-_total,Pb+2_total
F_6.05,6.05,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,5.883999999999999e-52,0.0046594,8.2238e-08,0.00066929,5.5859e-08,9.7522e-08,2.0973e-11,1.1888e-05,1.82e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,9.4182e-07,1.3577e-47,55.364055576117075,5.2495e-20,0.0019087,8.2585e-11,5.9588e-20,6.1305e-36,6.427e-26,2.0606e-19,0.0009521,5.1955e-08,1.8913e-12,0.00035011,3.5381e-09,2.6477e-08,2.166e-10,2.6664e-13,5.1987e-17,1.4742000000000002e-20,4.1523e-14,1.6755e-08,6.05,-2.8271,-2.63883,-1.32047,,,,0.892,0.892,1.2084951095e-14,0.0,0.0,0.00297308,0.0023036839852,-0.0023036839852,0.0023036839852,0.00765647,0.0046073679704,8.82598,-9.47879,-26.9127,-37.08014,-32.68023,-32.68795,-8.79407,3.00276,-14.52624,4.42079,-151.10766,-48.35042,-1.06191,-43.81271,-1.98856,-0.68148,0.000681333,0.000395006,0.00466019,0.00658009,0.000952154,0.000350114,,4.34488e-08
F_6.00,6,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,6.601999999999999e-52,0.005228,7.3295e-08,0.0006693,4.9785e-08,9.7523e-08,2.0974e-11,1.1888e-05,1.6221e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.0567e-06,1.3577e-47,55.364055576117075,5.2494e-20,0.0019087,9.2662e-11,6.6859e-20,6.8785e-36,5.728e-26,1.5226e-19,0.00095196,5.1947e-08,1.6854e-12,0.00035011,3.1533e-09,2.7636e-08,2.2608e-10,2.7831e-13,5.4263e-17,1.5387e-20,3.4427e-14,1.5587e-08,6.0,-2.89197,-2.70369,-1.3612,,,,0.895,0.895,1.2054810275e-14,0.0,0.0,0.00297307,0.0023036659722,-0.0023036659722,0.0023036659722,0.00822504,0.0046073319444,8.72599,-9.42879,-26.8627,-37.03014,-32.63023,-32.63795,-8.74407,2.95269,-14.52625,4.3394,-151.05767,-48.30041,-1.01191,-43.81271,-1.98856,-0.68148,0.000681333,0.000395006,0.00522891,0.00714866,0.000952008,0.000350114,,4.34488e-08
F_5.95,5.95,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,7.407699999999999e-52,0.005866,6.5324e-08,0.0006693,4.4371e-08,9.7524e-08,2.0974e-11,1.1888e-05,1.4457e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.1857e-06,1.3577e-47,55.364055576117075,5.2494e-20,0.0019087,1.0397e-10,7.5017e-20,7.717799999999999e-36,5.1051e-26,1.1217e-19,0.0009518,5.1939e-08,1.5018e-12,0.00035011,2.8103e-09,2.8758e-08,2.3526e-10,2.8961e-13,5.6466e-17,1.6012e-20,2.8456e-14,1.4455e-08,5.95,-2.95684,-2.76856,-1.40365,,,,0.898,0.898,1.2024018933e-14,0.0,0.0,0.00297305,0.0023036499166,-0.0023036499166,0.0023036499166,0.00886301,0.0046072998332,8.62599,-9.37879,-26.8127,-36.98014,-32.58023,-32.58795,-8.69407,2.90262,-14.52625,4.25668,-151.00767,-48.25041,-0.96191,-43.81272,-1.98857,-0.68148,0.000681333,0.000395006,0.00586703,0.00778663,0.000951851,0.000350114,,4.34488e-08
F_5.90,5.9,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,8.3117e-52,0.0065818,5.822e-08,0.00066931,3.9546e-08,9.7524e-08,2.0974e-11,1.1888e-05,1.2885e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.3304e-06,1.3576e-47,55.364055576117075,5.2493e-20,0.0019087,1.1665e-10,8.4171e-20,8.6595e-36,4.5498e-26,8.2388e-20,0.00095163,5.1929e-08,1.3382e-12,0.00035011,2.5047e-09,2.9837e-08,2.4409e-10,3.0049e-13,5.8586e-17,1.6613e-20,2.3452e-14,1.3367e-08,5.9,-3.02171,-2.83343,-1.44775,,,,0.901,0.9,1.1999299124e-14,0.0,0.0,0.00297303,0.0023036356054,-0.0023036356054,0.0023036356054,0.00957884,0.0046072712108,8.52599,-9.32879,-26.7627,-36.93014,-32.53023,-32.53795,-8.64407,2.85254,-14.52626,4.17269,-150.95768,-48.2004,-0.9119,-43.81272,-1.98857,-0.68148,0.000681333,0.000395006,0.00658303,0.00850246,0.000951682,0.000350114,,4.34488e-08
F_5.85,5.85,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,9.325999999999999e-52,0.007385,5.1889e-08,0.00066931,3.5246e-08,9.7525e-08,2.0974e-11,1.1888e-05,1.1483e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.4927e-06,1.3576e-47,55.364055576117075,5.2492e-20,0.0019087,1.3089e-10,9.444100000000001e-20,9.7161e-36,4.055e-26,6.0343e-20,0.00095145,5.1919e-08,1.1925e-12,0.00035011,2.2323e-09,3.087e-08,2.5254e-10,3.1089e-13,6.0614e-17,1.7188e-20,1.9273e-14,1.2326e-08,5.85,-3.08658,-2.8983,-1.49345,,,,0.903,0.903,1.197262775e-14,0.0,0.0,0.00297302,0.0023036228489,-0.0023036228489,0.0023036228489,0.010382,0.0046072456978,8.426,-9.27879,-26.7127,-36.88014,-32.48023,-32.48795,-8.59407,2.80246,-14.52626,4.08747,-150.90768,-48.1504,-0.86189,-43.81273,-1.98858,-0.68148,0.000681333,0.000395006,0.00738642,0.00930566,0.000951497,0.000350114,,4.34488e-08
F_5.80,5.8,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.0464e-51,0.0082863,4.6246e-08,0.00066932,3.1413e-08,9.7526e-08,2.0974e-11,1.1888e-05,1.0234e-11,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.6748e-06,1.3576e-47,55.364055576117075,5.2492e-20,0.0019087,1.4686e-10,1.0596000000000001e-19,1.0902e-35,3.6139e-26,4.4078e-20,0.00095124,5.1908e-08,1.0625e-12,0.00035011,1.9895e-09,3.1853e-08,2.6058e-10,3.2079e-13,6.2544e-17,1.7735e-20,1.5796e-14,1.1335e-08,5.8,-3.15145,-2.96317,-1.54066,,,,0.906,0.906,1.1945956377e-14,0.0,0.0,0.00297301,0.0023036114779,-0.0023036114779,0.0023036114779,0.0112833,0.0046072229558,8.326,-9.22879,-26.6627,-36.83014,-32.43023,-32.43795,-8.54407,2.75237,-14.52627,4.00108,-150.85769,-48.10039,-0.81189,-43.81274,-1.98859,-0.68148,0.000681333,0.000395006,0.00828786,0.0102069,0.000951295,0.000350114,,4.34488e-08
F_5.75,5.75,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.1740999999999999e-51,0.0092975,4.1217e-08,0.00066932,2.7997e-08,9.7526e-08,2.0974e-11,1.1888e-05,9.1213e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.8792e-06,1.3576e-47,55.364055576117075,5.2491000000000004e-20,0.0019087,1.6478e-10,1.1889000000000002e-19,1.2232e-35,3.2208999999999997e-26,3.2115e-20,0.00095102,5.1896e-08,9.4674e-13,0.00035011,1.7731e-09,3.2783e-08,2.6819e-10,3.3016e-13,6.4371e-17,1.8253e-20,1.2914e-14,1.0397e-08,5.75,-3.21632,-3.02804,-1.58932,,,,0.909,0.909,1.1922103929e-14,0.0,0.0,0.00297299,0.0023036013417,-0.0023036013417,0.0023036013417,0.0122945,0.0046072026834,8.226,-9.17879,-26.6127,-36.78014,-32.38023,-32.38795,-8.49407,2.70227,-14.52628,3.91358,-150.8077,-48.05038,-0.76188,-43.81274,-1.98859,-0.68148,0.000681333,0.000395006,0.00929932,0.0112181,0.000951073,0.000350114,,4.34488e-08
F_5.70,5.7,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.3174e-51,0.010432,3.6734e-08,0.00066932,2.4953e-08,9.7527e-08,2.0975e-11,1.1888e-05,8.1292e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,2.1085e-06,1.3576e-47,55.364055576117075,5.249e-20,0.0019087,1.8488e-10,1.3340000000000002e-19,1.3724e-35,2.8706e-26,2.3342e-20,0.00095078,5.1883e-08,8.4355e-13,0.00035011,1.5802e-09,3.3659e-08,2.7536e-10,3.3898e-13,6.6091e-17,1.8741e-20,1.0532e-14,9.5137e-09,5.7,-3.28119,-3.09291,-1.63933,,,,0.912,0.912,1.1898685162000001e-14,0.0,0.0,0.00297299,0.0023035923059,-0.0023035923059,0.0023035923059,0.0134292,0.0046071846118,8.126,-9.12879,-26.5627,-36.73014,-32.33023,-32.33795,-8.44407,2.65216,-14.52629,3.82503,-150.75771,-48.00037,-0.71187,-43.81275,-1.9886,-0.68148,0.000681333,0.000395006,0.0104342,0.0123528,0.000950828,0.000350114,,4.34488e-08
F_5.65,5.65,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.4782e-51,0.011705,3.274e-08,0.00066933,2.2239e-08,9.7527e-08,2.0975e-11,1.1888e-05,7.245e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,2.3657e-06,1.3575e-47,55.364055576117075,5.2488e-20,0.0019087,2.0744e-10,1.4968000000000002e-19,1.5399e-35,2.5582999999999998e-26,1.6928e-20,0.0009505,5.1868e-08,7.5158e-13,0.00035011,1.4084e-09,3.4481e-08,2.8208e-10,3.4725e-13,6.7703e-17,1.9198e-20,8.5694e-15,8.6857e-09,5.65,-3.34606,-3.15779,-1.69062,,,,0.915,0.915,1.1874615874000001e-14,0.0,0.0,0.00297298,0.0023035842506,-0.0023035842506,0.0023035842507,0.0147024,0.0046071685013,8.026,-9.07879,-26.5127,-36.68014,-32.28023,-32.28795,-8.39407,2.60203,-14.5263,3.7355,-150.70772,-47.95036,-0.66186,-43.81276,-1.98861,-0.68148,0.000681333,0.000395006,0.0117077,0.013626,0.000950556,0.000350114,,4.34488e-08
F_5.60,5.6,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.6586e-51,0.013134,2.9179e-08,0.00066933,1.9821e-08,9.7527e-08,2.0975e-11,1.1888e-05,6.457e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,2.6544e-06,1.3575e-47,55.364055576117075,5.2487e-20,0.0019087,2.3276e-10,1.6794e-19,1.7278000000000002e-35,2.28e-26,1.225e-20,0.0009502,5.1852e-08,6.6962e-13,0.00035011,1.2552e-09,3.5247e-08,2.8835e-10,3.5497e-13,6.9208e-17,1.9625e-20,6.958e-15,7.913e-09,5.6,-3.41093,-3.22266,-1.74311,,,,0.917,0.917,1.2523619294e-14,0.0,0.0,0.00297297,0.0023035770692,-0.0023035770692,0.0023035770692,0.016131,0.0046071541383,7.92601,-9.02879,-26.4627,-36.63014,-32.23023,-32.23795,-8.34407,2.55189,-14.52631,3.64505,-150.65773,-47.90035,-0.61185,-43.81277,-1.98862,-0.68148,0.000681333,0.000395006,0.0131366,0.0150546,0.000950255,0.000350114,,4.34488e-08
F_5.55,5.55,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,1.861e-51,0.014737,2.6006e-08,0.00066933,1.7665e-08,9.7528e-08,2.0975e-11,1.1888e-05,5.7547e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,2.9783e-06,1.3574e-47,55.364055576117075,5.2486e-20,0.0019087,2.6116e-10,1.8843e-19,1.9386000000000002e-35,2.032e-26,8.846799999999999e-21,0.00094987,5.1833e-08,5.9657e-13,0.00035011,1.1186e-09,3.5959e-08,2.9417e-10,3.6214e-13,7.0607e-17,2.0021e-20,5.6385e-15,7.1948e-09,5.55,-3.4758,-3.28753,-1.79671,,,,0.92,0.92,1.2504103655e-14,0.0,0.0,0.00297296,0.0023035706662,-0.0023035706662,0.0023035706663,0.017734,0.0046071413325,7.82601,-8.97879,-26.4127,-36.58014,-32.18023,-32.18795,-8.29407,2.50174,-14.52632,3.55374,-150.60774,-47.85034,-0.56184,-43.81279,-1.98864,-0.68148,0.000681333,0.000395006,0.01474,0.0166576,0.000949919,0.000350114,,4.34488e-08
F_5.50,5.5,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,2.0882e-51,0.016536,2.3178e-08,0.00066933,1.5744e-08,9.7528e-08,2.0975e-11,1.1888e-05,5.1287e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,3.3417e-06,1.3574e-47,55.364055576117075,5.2484e-20,0.0019087,2.9302e-10,2.1143000000000003e-19,2.1752e-35,1.811e-26,6.377499999999999e-21,0.00094949,5.1813e-08,5.3147e-13,0.00035011,9.9695e-10,3.6619e-08,2.9957e-10,3.6878e-13,7.1902e-17,2.0389000000000002e-20,4.5608e-15,6.5298e-09,5.5,-3.54068,-3.3524,-1.85134,,,,0.923,0.923,1.2489358506e-14,0.0,0.0,0.00297296,0.002303564957,-0.002303564957,0.002303564957,0.0195327,0.0046071299139,7.72601,-8.92879,-26.3627,-36.53014,-32.13023,-32.13795,-8.24407,2.45157,-14.52634,3.46164,-150.55775,-47.80032,-0.51182,-43.8128,-1.98865,-0.68148,0.000681333,0.000395006,0.0165391,0.0184563,0.000949546,0.000350114,,4.34488e-08
F_5.45,5.45,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,2.3431e-51,0.018554,2.0657e-08,0.00066933,1.4032e-08,9.7528e-08,2.0975e-11,1.1888e-05,4.5708e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,3.7494e-06,1.3574e-47,55.364055576117075,5.2482000000000004e-20,0.0019087,3.2878e-10,2.3722000000000004e-19,2.4406e-35,1.6139999999999998e-26,4.5897e-21,0.00094908,5.179e-08,4.7345e-13,0.00035011,8.885e-10,3.7228e-08,3.0455e-10,3.7491e-13,7.3097e-17,2.0727e-20,3.6829e-15,5.9162e-09,5.45,-3.60555,-3.41727,-1.90692,,,,0.926,0.926,1.2476998601e-14,0.0,0.0,0.00297295,0.0023035598656,-0.0023035598656,0.0023035598656,0.0215511,0.0046071197312,7.62601,-8.87879,-26.3127,-36.48014,-32.08023,-32.08795,-8.19407,2.40138,-14.52635,3.36879,-150.50777,-47.75031,-0.46181,-43.81282,-1.98867,-0.68148,0.000681333,0.000395006,0.0185578,0.0204747,0.000949129,0.000350114,,4.34488e-08
F_5.40,5.4,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,2.6291e-51,0.020819,1.8411e-08,0.00066933,1.2506e-08,9.7528e-08,2.0975e-11,1.1888e-05,4.0736e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,4.207e-06,1.3573e-47,55.364055576117075,5.248e-20,0.0019087,3.6889e-10,2.6617000000000003e-19,2.7384e-35,1.4383999999999998e-26,3.2977999999999996e-21,0.00094861,5.1765e-08,4.2174e-13,0.00035011,7.9184e-10,3.7787e-08,3.0913e-10,3.8055e-13,7.4196e-17,2.1039e-20,2.9693e-15,5.3519e-09,5.4,-3.67042,-3.48215,-1.96339,,,,0.929,0.929,1.2468541824e-14,0.0,0.0,0.00297295,0.0023035553247,-0.0023035553247,0.0023035553247,0.0238159,0.0046071106494,7.52601,-8.82879,-26.2627,-36.43014,-32.03023,-32.03795,-8.14407,2.35117,-14.52637,3.27528,-150.45779,-47.70029,-0.41179,-43.81283,-1.98868,-0.68148,0.000681333,0.000395006,0.0208231,0.0227395,0.000948663,0.000350114,,4.34488e-08
F_5.35,5.35,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,2.95e-51,0.02336,1.6409e-08,0.00066934,1.1146e-08,9.7529e-08,2.0975e-11,1.1888e-05,3.6304e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,4.7203e-06,1.3572e-47,55.364055576117075,5.2477e-20,0.0019087,4.139e-10,2.9865000000000004e-19,3.0725e-35,1.2819e-26,2.3661999999999997e-21,0.00094809,5.1736e-08,3.7565e-13,0.00035011,7.057e-10,3.8301e-08,3.1333e-10,3.8572e-13,7.5204e-17,2.1325e-20,2.3905e-15,4.8344e-09,5.35,-3.73529,-3.54702,-2.02066,,,,0.932,0.931,1.246160293e-14,0.0,0.0,0.00297294,0.002303551274,-0.002303551274,0.002303551274,0.0263572,0.004607102548,7.42601,-8.77879,-26.2127,-36.38014,-31.98023,-31.98795,-8.09407,2.30093,-14.52639,3.18113,-150.40781,-47.65027,-0.36177,-43.81285,-1.9887,-0.68148,0.000681333,0.000395006,0.0233649,0.0252808,0.000948143,0.000350114,,4.34488e-08
F_5.30,5.3,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,3.3101e-51,0.026212,1.4624e-08,0.00066934,9.9341e-09,9.7529e-08,2.0975e-11,1.1888e-05,3.2355e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,5.2962e-06,1.3572e-47,55.364055576117075,5.2475e-20,0.0019087,4.6441e-10,3.3509e-19,3.4474e-35,1.1424999999999999e-26,1.6954999999999997e-21,0.00094751,5.1705e-08,3.3457e-13,0.00035011,6.2892e-10,3.877e-08,3.1717e-10,3.9045e-13,7.6126e-17,2.1586e-20,1.922e-15,4.3613e-09,5.3,-3.80017,-3.61189,-2.07867,,,,0.934,0.934,1.2457266121000001e-14,0.0,0.0,0.00297294,0.0023035476598,-0.0023035476598,0.0023035476598,0.0292089,0.0046070953196,7.32601,-8.72879,-26.1627,-36.33014,-31.93023,-31.93795,-8.04407,2.25066,-14.52641,3.08642,-150.35783,-47.60025,-0.31175,-43.81288,-1.98873,-0.68148,0.000681333,0.000395006,0.0262173,0.0281326,0.00094756,0.000350114,,4.34488e-08
F_5.25,5.25,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,3.7142e-51,0.029412,1.3034e-08,0.00066934,8.8538e-09,9.7529e-08,2.0975e-11,1.1888e-05,2.8834e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,5.9425e-06,1.3571e-47,55.364055576117075,5.2472e-20,0.0019087,5.2107e-10,3.7598000000000005e-19,3.8681e-35,1.0182e-26,1.2133999999999999e-21,0.00094686,5.1669e-08,2.9797e-13,0.00035011,5.605e-10,3.9198e-08,3.2067e-10,3.9476e-13,7.6966e-17,2.1825e-20,1.5435e-15,3.9297e-09,5.25,-3.86504,-3.67677,-2.13736,,,,0.937,0.937,1.24566156e-14,0.0,0.0,0.00297294,0.0023035444342,-0.0023035444342,0.0023035444342,0.032409,0.0046070888684,7.22601,-8.67879,-26.1127,-36.28014,-31.88023,-31.88795,-7.99407,2.20036,-14.52644,2.99119,-150.30785,-47.55022,-0.26172,-43.8129,-1.98875,-0.68148,0.000681333,0.000395006,0.0294179,0.0313326,0.000946908,0.000350114,,4.34488e-08
F_5.20,5.2,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,4.1677e-51,0.033003,1.1616e-08,0.00066934,7.8909e-09,9.7529e-08,2.0975e-11,1.1888e-05,2.5697e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,6.6676e-06,1.3570000000000001e-47,55.364055576117075,5.2468e-20,0.0019087,5.8466e-10,4.2185000000000004e-19,4.34e-35,9.0738e-27,8.6746e-22,0.00094613,5.1629e-08,2.6534e-13,0.00035011,4.9951e-10,3.9588e-08,3.2385e-10,3.9868e-13,7.7731e-17,2.2041e-20,1.2381e-15,3.5369e-09,5.2,-3.92991,-3.74164,-2.19666,,,,0.94,0.94,1.2457049281e-14,0.0,0.0,0.00297293,0.0023035415543,-0.0023035415543,0.0023035415543,0.0359999,0.0046070831086,7.12601,-8.62879,-26.0627,-36.23014,-31.83023,-31.83795,-7.94407,2.15003,-14.52647,2.89549,-150.25788,-47.50019,-0.21169,-43.81293,-1.98878,-0.68148,0.000681333,0.000395006,0.0330096,0.0349235,0.000946178,0.000350114,,4.34488e-08
F_5.15,5.15,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,4.6766e-51,0.037033,1.0353e-08,0.00066934,7.0328e-09,9.7529e-08,2.0975e-11,1.1889e-05,2.2901e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,7.4811e-06,1.3569e-47,55.364055576117075,5.2464e-20,0.0019087,6.5599e-10,4.7333e-19,4.8696e-35,8.086400000000001e-27,6.1951e-22,0.00094531,5.1584e-08,2.3626e-13,0.00035011,4.4516e-10,3.9941e-08,3.2675e-10,4.0224e-13,7.8426e-17,2.2238e-20,9.9221e-16,3.1802e-09,5.15,-3.99478,-3.80651,-2.25652,,,,0.943,0.943,1.2463988175e-14,0.0,0.0,0.00297293,0.0023035389821,-0.0023035389821,0.0023035389821,0.0400296,0.0046070779641,7.02602,-8.57879,-26.0127,-36.18014,-31.78023,-31.78795,-7.89407,2.09965,-14.5265,2.79935,-150.20791,-47.45016,-0.16166,-43.81296,-1.98881,-0.68148,0.000681333,0.000395006,0.0370401,0.0389532,0.00094536,0.000350114,,4.34488e-08
F_5.10,5.1,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,5.2476e-51,0.041555,9.2273e-09,0.00066934,6.268e-09,9.7529e-08,2.0975e-11,1.1889e-05,2.0409e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,8.394e-06,1.3568e-47,55.364055576117075,5.246e-20,0.0019087,7.3604e-10,5.3108e-19,5.4638e-35,7.2065e-27,4.4203e-22,0.00094439,5.1534e-08,2.1035e-13,0.00035011,3.9671e-10,4.0262e-08,3.2937e-10,4.0547e-13,7.9055e-17,2.2417e-20,7.944e-16,2.8569e-09,5.1,-4.05966,-3.87138,-2.31689,,,,0.946,0.945,1.2471143909e-14,0.0,0.0,0.00297293,0.0023035366833,-0.0023035366833,0.0023035366833,0.0445516,0.0046070733665,6.92602,-8.52879,-25.9627,-36.13014,-31.73023,-31.73795,-7.84407,2.04923,-14.52653,2.70283,-150.15795,-47.40013,-0.11163,-43.813,-1.98885,-0.68148,0.000681333,0.000395006,0.0415631,0.0434753,0.000944443,0.000350114,,4.34488e-08
F_5.05,5.05,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,5.8885e-51,0.046629,8.2238e-09,0.00066934,5.5864e-09,9.7529e-08,2.0975e-11,1.1889e-05,1.8188e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,9.4182e-06,1.3567e-47,55.364055576117075,5.2455e-20,0.0019087,8.2585e-10,5.958800000000001e-19,6.130500000000001e-35,6.4222000000000004e-27,3.1512999999999997e-22,0.00094336,5.1478e-08,1.8725e-13,0.00035011,3.5354e-10,4.0552e-08,3.3175e-10,4.084e-13,7.9625e-17,2.2579e-20,6.355e-16,2.5643e-09,5.05,-4.12453,-3.93626,-2.37771,,,,0.948,0.948,1.2482636452e-14,0.0,0.0,0.00297293,0.0023035346275,-0.0023035346274,0.0023035346275,0.0496263,0.0046070692549,6.82602,-8.47879,-25.9127,-36.08014,-31.68023,-31.68795,-7.79407,1.99876,-14.52657,2.60594,-150.10799,-47.35009,-0.06159,-43.81304,-1.98889,-0.68148,0.000681333,0.000395006,0.0466388,0.04855,0.000943415,0.000350114,,4.34488e-08
F_5.00,5,1.1958424984549831,10.4,1.12E+01,5.40E+00,1.40E+01,2.73E+01,9.60E+01,9.00E-03,6.6076e-51,0.052324,7.3295e-09,0.00066934,4.9789e-09,9.753e-08,2.0975e-11,1.1889e-05,1.6208e-12,0.00039486,1.4524e-21,9.8777e-32,2.4818e-27,2.4381e-27,1.0567e-05,1.3565e-47,55.364055576117075,5.245e-20,0.0019087,9.2662e-10,6.6859e-19,6.8785e-35,5.7232e-27,2.2449e-22,0.00094221,5.1415e-08,1.6667e-13,0.00035011,3.1506e-10,4.0814e-08,3.3389e-10,4.1104e-13,8.014e-17,2.2725e-20,5.0801e-16,2.3e-09,5.0,-4.1894,-4.00113,-2.43895,,,,0.951,0.951,1.24962974e-14,0.0,0.0,0.00297292,0.0023035327874,-0.0023035327874,0.0023035327874,0.0553214,0.0046070655747,6.72602,-8.42879,-25.8627,-36.03014,-31.63023,-31.63795,-7.74407,1.94823,-14.52662,2.50874,-150.05803,-47.30004,-0.01154,-43.81308,-1.98893,-0.68148,0.000681333,0.000395006,0.052335,0.054245,0.000942262,0.000350114,,4.34488e-08
